ID,項,馬名,性齢,生産年月,調教師,生産者,セリ取引価格,父,母,母父,馬netkeibaID
13136,,ペイシャフェスタ,牝5,,,,,,,,2018103003
13137,,シーオブドリームス,牝5,,,,,,,,2018106472
13138,,ヤンチャプリヒメ,牝7,,,,,,,,2016102368
13139,,ウィンドリッパー,牡5,,,,,,,,2018105105
13140,,ダイゴシンリュウ,牡4,,,,,,,,2019102754
13141,,ゼンダンピューマ,セ5,,,,,,,,2018100430
13142,,マリノファルコン,牝3,,,,,,,,2020101426
13143,,セイハロートゥユー,牡5,,,,,,,,2018104801
13144,,アストラルフロウ,牡2,,,,,,,,2021101785
13145,,ミカサ,牡2,,,,,,,,2021106399
13146,,ライヴラスカル,牡2,,,,,,,,2021103814
13147,,ホクトブルース,牝3,,,,,,,,2020101506
13148,,モノノフレッド,牡3,,,,,,,,2020101362
13149,,フジジュンフェイス,牝3,,,,,,,,2020105332
13150,,ドナルビー,牝3,,,,,,,,2020105055
13151,,ファンタジスタ,牡3,,,,,,,,2020102651
13152,,レアジーニアス,牝3,,,,,,,,2020103957
13153,,レボロテアール,牝3,,,,,,,,2020105953
13154,,エヌタンホイザー,牡3,,,,,,,,2020102399
13155,,ユーカリプタス,牡3,,,,,,,,2020100077
13156,,ピースワンソラーレ,牝3,,,,,,,,2020101932
13157,,ハイランドメモリー,牝3,,,,,,,,2020102915
13158,,ルビコントレイル,牡3,,,,,,,,2020100552
13159,,シャンボールナイト,セ8,,,,,,,,2015109076
13160,,ゴールドフレーム,セ7,,,,,,,,2016105167
13161,,モルタル,セ6,,,,,,,,2017103785
13162,,ストレイライトラン,セ8,,,,,,,,2015110004
13163,,プランセスカグヤ,牝4,,,,,,,,2019105743
13164,,エンパイアブーケ,牝3,,,,,,,,2020103326
13165,,ハルオーブ,牡3,,,,,,,,2020104732
13166,,スカイラー,牝3,,,,,,,,2020103506
13167,,フォードテソーロ,牡3,,,,,,,,2020101327
13168,,シルバーテーラー,牝3,,,,,,,,2020106517
13169,,レーヌドゥール,牝3,,,,,,,,2020101504
13170,,レーベンスベルーフ,牝3,,,,,,,,2020103662
13171,,アルファエリザベス,牝3,,,,,,,,2020105331
13172,,ベリーズテソーロ,牝3,,,,,,,,2020103927
13173,,ポーラライツ,牡3,,,,,,,,2020103300
13174,,クエイヴァー,牝3,,,,,,,,2020103546
13175,,アルプスソング,牝3,,,,,,,,2020103233
13176,,オーヴァルブルーム,牝3,,,,,,,,2020103108
13177,,アウグーリ,牝3,,,,,,,,2020103200
13178,,ユナヴィール,牝3,,,,,,,,2020104984
13179,,ジェイエルドラフト,牡3,,,,,,,,2020101957
13180,,サティンボディス,牝3,,,,,,,,2020101839
13181,,ライコウノヒカリ,牡3,,,,,,,,2020106858
13182,,エスシールージュ,牝3,,,,,,,,2020100845
13183,,エルダーサイン,牝3,,,,,,,,2020103371
13184,,アンクルコンシャス,牝3,,,,,,,,2020102854
13185,,カフェクリア,牝3,,,,,,,,2020106515
13186,,マリノフェアレディ,牝3,,,,,,,,2020101432
13187,,アルメリア,牝3,,,,,,,,2020103223
13188,,リネンファイト,牝4,,,,,,,,2019100731
13189,,ヌーシャテル,牝4,,,,,,,,2019102768
13190,,ニジイロノコマ,牝4,,,,,,,,2019101421
13191,,ユキノオウジサマ,セ4,,,,,,,,2019104514
13192,,サマービート,セ6,,,,,,,,2017106570
13193,,オウケンロジータ,牝6,,,,,,,,2017106232
13194,,アノ,牡7,,,,,,,,2016102556
13195,,ラブリーエンジェル,牝6,,,,,,,,2017103117
13196,,プレフェリータ,牝5,,,,,,,,2018105460
13197,,コスモノート,セ5,,,,,,,,2018100658
13198,,ローマンシアター,牝3,,,,,,,,2020104467
13199,,デルマコテナゲ,牡3,,,,,,,,2020102104
13200,,ノーブルプロセス,牝3,,,,,,,,2020105529
13201,,ポルガラ,牝2,,,,,,,,2021102616
13202,,アジャイルブラック,牡2,,,,,,,,2021105992
13203,,トーアライラック,牝3,,,,,,,,2020103176
13204,,ジンフィンドール,牝3,,,,,,,,2020102057
13205,,アマレロフレイバー,牡3,,,,,,,,2020100338
13206,,アンナジーク,牝3,,,,,,,,2020102754
13207,,フォスティーヌ,牝3,,,,,,,,2020102827
13208,,ミヤビラピート,牡3,,,,,,,,2020104360
13209,,エアアレクサンドラ,牝3,,,,,,,,2020103265
13210,,ニシノメサイア,牝3,,,,,,,,2020100191
13211,,メイショウサトユキ,牡3,,,,,,,,2020106875
13212,,ブレストサンダー,牡3,,,,,,,,2020105159
13213,,ウォーカーカップ,牝3,,,,,,,,2020103288
13214,,グランリュー,牡3,,,,,,,,2020102554
13215,,エキゾチックアイズ,牝3,,,,,,,,2020101238
13216,,ドゥラチェレステ,牡3,,,,,,,,2020100292
13217,,エッジオブジアース,牡2,,,,,,,,2021104212
13218,,カガロケット,牡2,,,,,,,,2021101787
13219,,ロイヤルストレート,牡2,,,,,,,,2021101611
13220,,マクスウェルカフェ,牡2,,,,,,,,2021106838
13221,,フクチャンビーナス,牝3,,,,,,,,2020102797
13222,,リッチハンター,牡3,,,,,,,,2020100555
13223,,ユイノシノビアシ,牡3,,,,,,,,2020101562
13224,,ジュエルス,牝3,,,,,,,,2020105344
13225,,ベルウッドムサシ,牡3,,,,,,,,2020107050
13226,,ミスターマイセルフ,牡3,,,,,,,,2020107147
13227,,ウエスタンラピダ,牝3,,,,,,,,2020102994
13228,,エイミーバローズ,牝4,,,,,,,,2019101750
13229,,グローフォース,牝3,,,,,,,,2020100546
13230,,ケイティマジック,セ4,,,,,,,,2019102785
13231,,グッバイアイザック,牡3,,,,,,,,2020100222
13232,,ミキチャン,牝3,,,,,,,,2020106356
13233,,イークウェス,牡3,,,,,,,,2020101609
13234,,マスキエッタ,牝4,,,,,,,,2019110067
13235,,ラスール,牝4,,,,,,,,2019105205
13236,,ヴィクトゥーラ,牡5,,,,,,,,2018106336
13237,,ボンクラージュ,牝4,,,,,,,,2019104954
13238,,ゲンパチアイアン,牡6,,,,,,,,2017103871
13239,,ジョンソンテソーロ,牡4,,,,,,,,2019102146
13240,,プルモナリア,牝5,,,,,,,,2018102117
13241,,ドローム,牝5,,,,,,,,2018103035
13242,,ジョイウイン,牡6,,,,,,,,2017100081
13243,,グランオフィシエ,牡5,,,,,,,,2018104803
13244,,ブラヴァス,牡7,,,,,,,,2016104729
13245,,サトノルークス,牡7,,,,,,,,2016104659
13246,,テセウス,牡5,,,,,,,,2018106601
13247,,ショウナンナウシカ,牝4,,,,,,,,2019104995
13248,,ニシノスナイパー,牡3,,,,,,,,2020106560
13249,,ニシノボルテージ,牡4,,,,,,,,2019100492
13250,,ピエサエルモソ,牝2,,,,,,,,2021101070
13251,,リュウノアラス,牡2,,,,,,,,2021100371
13252,,ドゥライトアルディ,牝4,,,,,,,,2019105849
13253,,タイセイコマンド,牡5,,,,,,,,2018104196
13254,,セブンフォールド,牡5,,,,,,,,2018104578
13255,,ローバウンス,牡2,,,,,,,,2021107368
13256,,マクルール,牡2,,,,,,,,2021101709
13257,,ウルフキング,牡2,,,,,,,,2021101616
13258,,シュホ,牝4,,,,,,,,2019105341
13259,,ゴルトシュミーデ,牝4,,,,,,,,2019104839
13260,,シゲルツキミザケ,牡4,,,,,,,,2019104211
13261,,セイバートゥース,セ4,,,,,,,,2019101887
13262,,アルルカン,牡3,,,,,,,,2020104478
13263,,リトス,牝4,,,,,,,,2019103120
13264,,エスジープリンセス,牝5,,,,,,,,2018102551
13265,,ルルルージュ,牝5,,,,,,,,2018106152
13266,,モテモテ,牝7,,,,,,,,2016100927
13267,,ロサロッサーナ,牝4,,,,,,,,2019103137
13268,,ヒノクニ,牝4,,,,,,,,2019109140
13269,,アルムマッツ,牡4,,,,,,,,2019110115
13270,,マイネルエタナ,牡2,,,,,,,,2021101831
13271,,レッドバルデス,牡3,,,,,,,,2020102804
13272,,クリノガーベラ,牝2,,,,,,,,2021102258
13273,,ジェイエルブリッジ,牡5,,,,,,,,2018100822
13274,,デライトアゲン,セ4,,,,,,,,2019103671
13275,,プロティオスミノル,牝4,,,,,,,,2019106598
13276,,グラティトゥー,牡5,,,,,,,,2018103928
13277,,ヒューミリティ,セ6,,,,,,,,2017104674
13278,,メレク,牡3,,,,,,,,2020110054
13279,,パールテソーロ,牝3,,,,,,,,2020102383
13280,,トーホウテンリュウ,牡4,,,,,,,,2019101835
13281,,スイートフィル,牝5,,,,,,,,2018104439
13282,,ルピナスリード,牝4,,,,,,,,2019103782
13283,,スティクス,牝5,,,,,,,,2018105259
13284,,イロエンピツ,牝5,,,,,,,,2018109129
13285,,ジャンカルド,セ5,,,,,,,,2018105005
13286,,ネイキッド,牡3,,,,,,,,2020106944
13287,,エムシージャドゥ,牡2,,,,,,,,2021103341
13288,,テリオスボス,牡2,,,,,,,,2021100544
13289,,ドラウプニル,セ7,,,,,,,,2016104429
13290,,マイネルダンク,セ5,,,,,,,,2018102142
13291,,ポートロイヤル,セ7,,,,,,,,2016105007
13292,,ヒューマンライツ,牡2,,,,,,,,2021101074
13293,,クリノザウルス,牡5,,,,,,,,2018101551
13294,,テーオーヴィヴァン,牡4,,,,,,,,2019106950
13295,,ハリウッドヒルズ,牡6,,,,,,,,2017106588
13296,,ラブミーモナコ,牝3,,,,,,,,2020103833
13297,,グシチャンノソラ,牝3,,,,,,,,2020102913
13298,,セントレア,牝4,,,,,,,,2019105386
13299,,エイシンセラフィム,牡3,,,,,,,,2020106261
13300,,ジャスティンヴェル,牡4,,,,,,,,2019106370
13301,,グッドマックス,牝6,,,,,,,,2017103105
13302,,アップリバー,牝5,,,,,,,,2018105004
13303,,トモノボーイ,牡4,,,,,,,,2019106657
13304,,トーセンブレンダ,牝2,,,,,,,,2021104712
13305,,ミルトボス,牡5,,,,,,,,2018103437
13306,,ブリンディジ,牡4,,,,,,,,2019103132
13307,,ネオストーリー,牡6,,,,,,,,2017101525
13308,,ロックバウンド,牡4,,,,,,,,2019105029
13309,,スカリーワグ,牡5,,,,,,,,2018101929
13310,,ヴィレッジアップ,牡2,,,,,,,,2021101294
13311,,ミトノダービー,牝2,,,,,,,,2021103715
13312,,メイブツシャチョウ,セ7,,,,,,,,2016101015
13313,,ヒメワカバ,牝3,,,,,,,,2020105056
13314,,プロヴァーブ,牝3,,,,,,,,2020105634
13315,,スノーハレーション,牝5,,,,,,,,2018105030
13316,,ジェラペッシュ,牝6,,,,,,,,2017105940
13317,,ゴルトファルベン,牡6,,,,,,,,2017105471
13318,,アンジェリーナ,牝4,,,,,,,,2019106590
13319,,スキャッターシード,牝5,,,,,,,,2018105420
13320,,パイプライン,セ6,,,,,,,,2017101041
13321,,コルニリア,牡6,,,,,,,,2017104267
13322,,ホウオウイクセル,牝5,,,,,,,,2018105824
13323,,パープルレディー,牝5,,,,,,,,2018103558
13324,,プロトサマニ,牝5,,,,,,,,2018106717
13325,,カレンハサウェイ,牝3,,,,,,,,2020101737
13326,,ピンクダイヤ,牡4,,,,,,,,2019110090
13327,,タケルラスティ,牡6,,,,,,,,2017103276
13328,,イサチルアルマーレ,牡3,,,,,,,,2020103849
13329,,ブラーヴミノル,牡2,,,,,,,,2021104517
13330,,アストラエンブレム,セ10,,,,,,,,2013106055
13331,,ディアマンミノル,牡6,,,,,,,,2017103174
13332,,ブラウシュヴァルツ,セ5,,,,,,,,2018105282
13333,,アームストロング,牡5,,,,,,,,2018100905
13334,,リーガルマナー,セ6,,,,,,,,2017105254
13335,,エナジーロマネスク,牝2,,,,,,,,2021103297
13336,,ペルドリ,牝2,,,,,,,,2021103178
13337,,カシノディオーサ,牝2,,,,,,,,2021102387
13338,,バロンゾラーレ,牝3,,,,,,,,2020103437
13339,,グスタール,牡3,,,,,,,,2020105757
13340,,デイライト,牡3,,,,,,,,2020103788
13341,,ローマンネイチャー,牡4,,,,,,,,2019106918
13342,,エスポワールミノル,セ6,,,,,,,,2017104082
13343,,ヤマニンプティパ,牝6,,,,,,,,2017101777
13344,,メルヴィル,牝4,,,,,,,,2019105050
13345,,レヴァンジル,牡4,,,,,,,,2019105315
13346,,ベルカノア,牝4,,,,,,,,2019101122
13347,,フライツァイト,牝2,,,,,,,,2021105617
13348,,グランオルカ,牡2,,,,,,,,2021110109
13349,,レッドジャスパー,牝2,,,,,,,,2021107149
13350,,ペイシャローズ,牝2,,,,,,,,2021102518
13351,,アマゾネス,牝2,,,,,,,,2021104447
13352,,フォイアーロート,牡5,,,,,,,,2018104949
13353,,リメンバーメモリー,牡6,,,,,,,,2017104888
13354,,セイカボアソナード,牡2,,,,,,,,2021106287
13355,,キャンデセント,牡4,,,,,,,,2019104579
13356,,ヨコスカダンディー,牡7,,,,,,,,2016100652
13357,,フラリオナ,牝5,,,,,,,,2018104825
13358,,ジョーコモド,牡4,,,,,,,,2019101999
13359,,シンシティ,牝6,,,,,,,,2017102914
13360,,レジェーロ,牝6,,,,,,,,2017101765
13361,,チェリーブリーズ,牝6,,,,,,,,2017100216
13362,,トキメキ,牝6,,,,,,,,2017104270
13363,,ジュニパーベリー,牝6,,,,,,,,2017104253
13364,,カメハメハタイム,セ4,,,,,,,,2019105538
13365,,ツキニホエル,牡4,,,,,,,,2019103577
13366,,レイフォール,牡3,,,,,,,,2020105571
13367,,ロールハーアイズ,牝2,,,,,,,,2021102773
13368,,ノーブルカクテル,牝2,,,,,,,,2021106046
13369,,アンパオ,牝2,,,,,,,,2021102830
13370,,アイヴィハウス,牡2,,,,,,,,2021101667
13371,,ペイシャビスケッツ,牡2,,,,,,,,2021101895
13372,,フェザークイル,牡2,,,,,,,,2021101638
13373,,ビップソフィア,牝2,,,,,,,,2021102397
13374,,ニシノコウテイ,セ2,,,,,,,,2021107072
13375,,アンバーシュガー,牝2,,,,,,,,2021102652
13376,,タリフライン,牡2,,,,,,,,2021105633
13377,,プリンセスプリン,牝2,,,,,,,,2021105725
13378,,ニシノアルバ,牝2,,,,,,,,2021102684
13379,,クイーンドライヴ,牝4,,,,,,,,2019101793
13380,,ヒットザシーン,牝5,,,,,,,,2018102173
13381,,トリフィス,牝3,,,,,,,,2020102263
13382,,ケイツーマルカ,牝5,,,,,,,,2018101519
13383,,ララモンドール,牡5,,,,,,,,2018103315
13384,,レヴィナス,牝3,,,,,,,,2020105138
13385,,カシノディーバ,牝2,,,,,,,,2021109120
13386,,ネガイヲカナエテ,牝2,,,,,,,,2021100821
13387,,ラディッシュダンス,牡2,,,,,,,,2021104501
13388,,チェイスザウィンド,牡2,,,,,,,,2021106370
13389,,リベラティオ,牡2,,,,,,,,2021102637
13390,,ワンダフルガイ,牡2,,,,,,,,2021109081
13391,,カルテット,牡2,,,,,,,,2021106871
13392,,プンタカナ,牝2,,,,,,,,2021105760
13393,,メテオダヴリル,牝5,,,,,,,,2018106467
13394,,ホロニックパス,牡3,,,,,,,,2020102669
13395,,ヨシオドライヴ,牡6,,,,,,,,2017100553
13396,,アポロリヤム,セ4,,,,,,,,2019101263
13397,,フォーチュネイト,セ6,,,,,,,,2017101531
13398,,レッジャードロ,牝5,,,,,,,,2018100188
13399,,レフトゥバーズ,牝5,,,,,,,,2018105143
13400,,カフェサンドリヨン,牝6,,,,,,,,2017102675
13401,,スーパーホープ,牡5,,,,,,,,2018104603
13402,,グラスデスティーノ,牡6,,,,,,,,2017104164
13403,,クリーンスレイト,セ5,,,,,,,,2018100684
13404,,セイルオンセイラー,セ4,,,,,,,,2019105167
13405,,ソングライン,牝5,,,,,,,,2018105355
13406,,シュネルマイスター,牡5,,,,,,,,2018110007
13407,,グアドループ,牡5,,,,,,,,2018105283
13408,,トロワシャルム,セ6,,,,,,,,2017104823
13409,,アキノスマート,牡6,,,,,,,,2017103912
13410,,クレーンパーディタ,牝2,,,,,,,,2021100399
13411,,ポケットマネー,牡2,,,,,,,,2021101173
13412,,イバル,牡6,,,,,,,,2017104129
13413,,エルクリード,牡3,,,,,,,,2020101223
13414,,コスモブライヤー,牡4,,,,,,,,2019102960
13415,,キングズロア,牡2,,,,,,,,2021110044
13416,,ソワンドレイライン,牡2,,,,,,,,2021106471
13417,,キミニメロメロ,牝2,,,,,,,,2021101606
13418,,エレボアブランシュ,牝5,,,,,,,,2018105322
13419,,ハナキリ,牡4,,,,,,,,2019110089
13420,,マイネルオーサム,牡4,,,,,,,,2019100736
13421,,ハセドン,牡4,,,,,,,,2019103593
13422,,カズオ,牡5,,,,,,,,2018100577
13423,,イチゴキネンビ,牡4,,,,,,,,2019102159
13424,,ワタシキレイ,牝2,,,,,,,,2021104369
13425,,ロジホーム,牡3,,,,,,,,2020105101
13426,,クーペ,牡2,,,,,,,,2021106780
13427,,ミユキフォーエバー,牝2,,,,,,,,2021102627
13428,,ダフニス,セ4,,,,,,,,2019101402
13429,,アマンテビアンコ,牡2,,,,,,,,2021105824
13430,,インテグリフォリア,牝5,,,,,,,,2018105183
13431,,ドリームビリーバー,牡4,,,,,,,,2019101705
13432,,フミロア,牝5,,,,,,,,2018103932
13433,,イズジョーノキセキ,牝6,,,,,,,,2017102294
13434,,ストーリア,牝4,,,,,,,,2019104124
13435,,アルマセクメト,牝5,,,,,,,,2018100748
13436,,ミラビリス,牝4,,,,,,,,2019103440
13437,,ナツイチバン,牝4,,,,,,,,2019102863
13438,,ベアグッジョブ,牡4,,,,,,,,2019101139
13439,,ピュアケミストリー,牝2,,,,,,,,2021101635
13440,,ベアビー,牝2,,,,,,,,2021106047
13441,,モンテマッジョーレ,牝2,,,,,,,,2021101623
13442,,ラングレーヴン,牝2,,,,,,,,2021103828
13443,,セレナイトグレー,牡2,,,,,,,,2021106962
13444,,キュートハイカー,牝4,,,,,,,,2019102177
13445,,ヴァリージア,牡3,,,,,,,,2020103433
13446,,ネオヒューズ,牡5,,,,,,,,2018102453
13447,,ウインホノカ,牝7,,,,,,,,2016102040
13448,,ヤマノグリッターズ,牡5,,,,,,,,2018103204
13449,,ライフレッスンズ,牡6,,,,,,,,2017105058
13450,,アメリカンファクト,牡8,,,,,,,,2015110028
13451,,トゥーフェイス,牡5,,,,,,,,2018104788
13452,,スタニングスター,牝4,,,,,,,,2019110002
13453,,デザートトレイン,牡2,,,,,,,,2021102128
13454,,ジェスコ,牡2,,,,,,,,2021101032
13455,,ナツノオワリニ,牝2,,,,,,,,2021101990
13456,,アルフワイラ,牝4,,,,,,,,2019101006
13457,,オレンジフィズ,牝5,,,,,,,,2018105059
13458,,レディナビゲーター,牝4,,,,,,,,2019105548
13459,,ウーゴ,牡6,,,,,,,,2017101791
13460,,ゴードンテソーロ,牡2,,,,,,,,2021106364
13461,,マイネルミュトス,牡7,,,,,,,,2016100746
13462,,ケイシンリュウ,牡2,,,,,,,,2021101467
13463,,コスモガーディアン,牝2,,,,,,,,2021106807
13464,,アヴェッリーノ,牡3,,,,,,,,2020103747
13465,,ジャスティンカプリ,牡3,,,,,,,,2020103570
13466,,タルマエロマエ,牝3,,,,,,,,2020102645
13467,,トウカイラメール,セ3,,,,,,,,2020106488
13468,,ブライトジュエリー,牝3,,,,,,,,2020104266
13469,,アメリカンスター,牝4,,,,,,,,2019101882
13470,,チャンスザローゼス,牡3,,,,,,,,2020103262
13471,,タガノフィナーレ,牝4,,,,,,,,2019100547
13472,,ナリタブレード,牡6,,,,,,,,2017104988
13473,,ディクテオン,セ5,,,,,,,,2018105448
13474,,ジュディッタ,牝5,,,,,,,,2018105561
13475,,ペルセウスシチー,牡6,,,,,,,,2017101895
13476,,クーシフォン,牝4,,,,,,,,2019102484
13477,,ライトスピード,牝2,,,,,,,,2021104587
13478,,ナックエクレール,牡2,,,,,,,,2021105170
13479,,チャンピオンエース,牝2,,,,,,,,2021106850
